"age","workclass","education_num","marital_status","occupation","race","sex","hour_per_week","income"
39,"Government",10,"Divorced","OfficeLabour","Black","Female",40,"<=50K"
47,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
39,"Private",9,"Divorced","ManualLabour","White","Male",60,"<=50K"
22,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
36,"Private",9,"Single","ManualLabour","Black","Male",30,"<=50K"
32,"Private",10,"Married","ManualLabour","Asian-Pac-Islander","Male",40,"<=50K"
43,"Government",13,"Single","Professional","White","Male",40,"<=50K"
51,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
42,"Private",3,"Married","ManualLabour","White","Male",60,"<=50K"
32,"Government",8,"Single","OfficeLabour","White","Female",40,"<=50K"
34,"Private",10,"Single","OfficeLabour","White","Male",40,"<=50K"
51,"Private",11,"Married","ManualLabour","White","Male",57,"<=50K"
38,"Private",13,"Married","Sales","White","Male",44,"<=50K"
21,"Private",9,"Single","ManualLabour","Black","Male",20,"<=50K"
33,"SelfEmployed",13,"Single","Service","White","Female",15,"<=50K"
34,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
32,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
27,"SelfEmployed",9,"Married","Service","Black","Male",60,">50K"
35,"SelfEmployed",10,"Married","Sales","White","Male",50,">50K"
29,"Government",13,"Single","Professional","White","Male",50,"<=50K"
40,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
46,"Private",4,"Married","ManualLabour","Black","Male",30,"<=50K"
37,"Private",9,"Single","Service","Black","Female",30,"<=50K"
38,"SelfEmployed",9,"Married","ManualLabour","White","Male",25,"<=50K"
37,"Private",10,"Married","OfficeLabour","Black","Male",60,">50K"
44,"Private",13,"Married","Professional","White","Male",45,">50K"
25,"Private",14,"Single","Professional","White","Male",30,"<=50K"
38,"Private",9,"Single","Sales","White","Male",42,"<=50K"
34,"Government",12,"Divorced","OfficeLabour","White","Female",10,"<=50K"
50,"SelfEmployed",9,"Married","Sales","White","Male",60,">50K"
46,"Private",10,"Married","OfficeLabour","White","Male",50,">50K"
20,"Private",3,"Single","ManualLabour","White","Male",30,"<=50K"
47,"Government",11,"Married","OfficeLabour","White","Male",38,">50K"
46,"Private",16,"Married","Professional","White","Male",60,">50K"
34,"Private",12,"Divorced","Sales","White","Male",40,"<=50K"
61,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
55,"Government",10,"Divorced","Professional","Black","Female",37,"<=50K"
36,"Private",9,"Single","ManualLabour","White","Male",35,"<=50K"
28,"Private",10,"Single","OfficeLabour","White","Female",40,">50K"
22,"Private",9,"Single","Service","White","Male",40,"<=50K"
34,"Private",10,"Single","Sales","Black","Female",35,"<=50K"
33,"Private",10,"Single","ManualLabour","Black","Male",40,"<=50K"
27,"Private",9,"Single","Service","White","Female",32,"<=50K"
43,"Government",14,"Married","ManualLabour","White","Male",12,"<=50K"
55,"Private",6,"Married","ManualLabour","White","Male",40,">50K"
39,"SelfEmployed",6,"Married","Service","White","Female",15,"<=50K"
20,"Private",10,"Single","Service","White","Male",33,"<=50K"
38,"Private",9,"Single","ManualLabour","Black","Male",40,"<=50K"
30,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
21,"Private",7,"Single","Service","White","Male",42,"<=50K"
60,"Private",9,"Married","Professional","White","Male",30,"<=50K"
43,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
36,"Private",9,"Married","ManualLabour","White","Male",45,">50K"
23,"Private",10,"Single","Service","White","Female",48,"<=50K"
57,"Government",10,"Married","ManualLabour","Black","Male",40,">50K"
25,"Government",9,"Single","ManualLabour","Black","Male",40,"<=50K"
38,"Private",9,"Divorced","Service","Black","Female",32,"<=50K"
22,"Private",9,"Married","ManualLabour","White","Male",35,"<=50K"
23,"Private",3,"Single","ManualLabour","White","Male",40,"<=50K"
61,"SelfEmployed",9,"Single","Sales","White","Female",44,"<=50K"
28,"Private",10,"Divorced","ManualLabour","White","Male",46,"<=50K"
21,"Private",10,"Single","Service","White","Female",25,"<=50K"
49,"Private",14,"Married","Professional","White","Male",40,"<=50K"
37,"Private",8,"Divorced","ManualLabour","White","Male",35,"<=50K"
23,"Private",10,"Single","Service","White","Female",40,"<=50K"
38,"SelfEmployed",10,"Married","Professional","White","Male",50,"<=50K"
34,"Government",13,"Married","Professional","White","Female",46,">50K"
21,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
27,"Government",10,"Married","OfficeLabour","Black","Male",40,">50K"
57,"Private",9,"Married","ManualLabour","White","Male",84,">50K"
22,"Private",9,"Single","ManualLabour","Black","Male",25,"<=50K"
20,"Private",10,"Single","OfficeLabour","Other","Female",35,"<=50K"
49,"SelfEmployed",10,"Married","Professional","White","Female",65,">50K"
38,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
40,"Private",13,"Married","Service","White","Male",40,"<=50K"
44,"Private",9,"Married","ManualLabour","Black","Male",40,"<=50K"
37,"SelfEmployed",10,"Married","OfficeLabour","White","Female",20,"<=50K"
57,"Private",14,"Divorced","Professional","White","Male",30,"<=50K"
56,"Private",4,"Single","Service","White","Female",30,"<=50K"
41,"Private",12,"Divorced","Professional","White","Male",80,"<=50K"
50,"SelfEmployed",9,"Married","Service","Asian-Pac-Islander","Male",60,"<=50K"
33,"Private",5,"Single","ManualLabour","White","Male",50,"<=50K"
29,"Private",14,"Married","Sales","White","Male",20,"<=50K"
28,"Government",13,"Married","OfficeLabour","White","Male",40,">50K"
35,"Private",6,"Married","ManualLabour","White","Male",50,"<=50K"
36,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
45,"Private",16,"Divorced","Professional","Black","Female",35,">50K"
30,"SelfEmployed",12,"Single","ManualLabour","White","Male",40,"<=50K"
35,"SelfEmployed",9,"Married","Service","White","Male",60,"<=50K"
27,"Private",11,"Married","Sales","White","Male",40,"<=50K"
22,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
24,"Private",10,"Single","ManualLabour","White","Male",30,"<=50K"
47,"Private",13,"Married","Professional","White","Male",50,">50K"
47,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
18,"Private",7,"Single","Service","White","Female",15,"<=50K"
18,"Private",10,"Single","OfficeLabour","White","Male",30,"<=50K"
31,"Government",9,"Divorced","Service","White","Male",47,">50K"
43,"SelfEmployed",14,"Divorced","Service","White","Female",30,"<=50K"
45,"Private",9,"Married","ManualLabour","Other","Male",40,"<=50K"
39,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
30,"Private",13,"Single","OfficeLabour","White","Male",50,"<=50K"
22,"Private",10,"Single","OfficeLabour","White","Female",35,"<=50K"
30,"SelfEmployed",9,"Married","ManualLabour","White","Male",85,"<=50K"
36,"Private",16,"Married","Professional","White","Male",60,">50K"
20,"Government",12,"Single","Professional","White","Male",30,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
59,"Government",10,"Married","OfficeLabour","White","Male",60,">50K"
60,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",13,"Divorced","OfficeLabour","White","Female",40,"<=50K"
35,"Private",9,"Divorced","ManualLabour","White","Male",60,"<=50K"
40,"Private",13,"Married","OfficeLabour","White","Male",50,">50K"
20,"Private",7,"Married","ManualLabour","White","Male",35,"<=50K"
47,"Private",14,"Married","OfficeLabour","White","Male",40,"<=50K"
40,"Private",12,"Divorced","Professional","White","Male",50,"<=50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
25,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
47,"Private",11,"Married","Professional","White","Male",40,">50K"
29,"SelfEmployed",12,"Widowed","Sales","White","Female",40,">50K"
34,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
45,"Government",13,"Separated","Professional","White","Female",40,"<=50K"
23,"Private",10,"Single","ManualLabour","White","Male",50,"<=50K"
46,"Private",12,"Widowed","OfficeLabour","White","Female",40,"<=50K"
41,"Government",10,"Divorced","ManualLabour","Black","Female",38,"<=50K"
29,"Private",13,"Married","Professional","White","Male",40,">50K"
17,"Private",7,"Single","ManualLabour","Amer-Indian-Eskimo","Male",20,"<=50K"
39,"Private",5,"Married","ManualLabour","White","Male",40,"<=50K"
37,"Private",9,"Single","ManualLabour","Black","Female",40,"<=50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
52,"Private",11,"Married","ManualLabour","White","Male",40,">50K"
42,"Government",12,"Married","Professional","Amer-Indian-Eskimo","Female",40,"<=50K"
22,"Private",3,"Married","ManualLabour","White","Male",35,"<=50K"
66,"Government",10,"Divorced","OfficeLabour","White","Female",55,"<=50K"
35,"Private",9,"Married","ManualLabour","White","Male",65,"<=50K"
40,"Government",12,"Single","Professional","White","Male",40,">50K"
21,"Private",9,"Divorced","Sales","Amer-Indian-Eskimo","Female",38,"<=50K"
51,"Government",9,"Divorced","Service","White","Male",52,"<=50K"
34,"Private",6,"Married","ManualLabour","White","Male",40,"<=50K"
24,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",13,"Married","OfficeLabour","White","Female",40,"<=50K"
34,"Private",13,"Married","OfficeLabour","White","Female",40,">50K"
42,"Government",14,"Single","Professional","White","Female",40,"<=50K"
41,"Private",11,"Single","ManualLabour","White","Male",30,"<=50K"
21,"Private",9,"Single","ManualLabour","White","Female",40,"<=50K"
64,"Government",4,"Married","Service","White","Male",10,"<=50K"
24,"Government",9,"Single","OfficeLabour","White","Female",40,"<=50K"
23,"Private",10,"Single","ManualLabour","White","Male",10,"<=50K"
29,"Private",9,"Married","Sales","White","Male",50,"<=50K"
44,"SelfEmployed",9,"Divorced","OfficeLabour","White","Female",60,"<=50K"
28,"Private",13,"Married","Professional","White","Male",55,"<=50K"
33,"SelfEmployed",9,"Married","Sales","White","Male",50,">50K"
35,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
41,"Private",6,"Married","ManualLabour","White","Female",40,"<=50K"
42,"Private",13,"Married","Sales","Black","Male",40,">50K"
51,"SelfEmployed",10,"Married","OfficeLabour","White","Male",99,">50K"
32,"Private",7,"Single","Service","Black","Female",40,"<=50K"
37,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
18,"Private",7,"Single","Sales","White","Female",25,"<=50K"
24,"Private",11,"Single","Service","White","Female",35,"<=50K"
45,"Private",10,"Married","OfficeLabour","White","Male",40,"<=50K"
52,"Government",13,"Married","OfficeLabour","White","Male",45,">50K"
35,"Private",9,"Single","Service","White","Female",40,"<=50K"
46,"SelfEmployed",13,"Divorced","OfficeLabour","White","Female",50,"<=50K"
63,"Private",9,"Widowed","OfficeLabour","White","Male",50,">50K"
32,"Government",13,"Married","Professional","White","Female",35,">50K"
24,"Private",9,"Single","Service","White","Female",15,"<=50K"
29,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
35,"Private",13,"Married","OfficeLabour","White","Male",50,">50K"
70,"Private",6,"Married","ManualLabour","White","Male",32,"<=50K"
36,"Private",9,"Single","ManualLabour","White","Female",30,"<=50K"
53,"Private",9,"Married","Service","Black","Male",30,">50K"
49,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
60,"Private",15,"Married","OfficeLabour","White","Male",40,">50K"
18,"Private",7,"Single","ManualLabour","White","Male",40,"<=50K"
21,"Private",10,"Single","Service","White","Male",35,"<=50K"
42,"Private",6,"Single","ManualLabour","Black","Male",40,"<=50K"
25,"Government",14,"Single","Professional","White","Female",37,"<=50K"
32,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
47,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
30,"Private",11,"Single","Professional","White","Female",40,"<=50K"
38,"SelfEmployed",13,"Married","ManualLabour","White","Male",60,"<=50K"
34,"Private",9,"Married","ManualLabour","White","Male",55,"<=50K"
37,"Private",12,"Single","Service","White","Female",30,"<=50K"
56,"Private",9,"Married","OfficeLabour","White","Female",40,">50K"
52,"Government",11,"Married","OfficeLabour","White","Male",40,"<=50K"
23,"Private",13,"Single","Professional","White","Male",40,"<=50K"
29,"Government",9,"Married","Service","White","Male",42,"<=50K"
45,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
23,"Government",13,"Single","Professional","White","Female",40,"<=50K"
45,"Private",14,"Married","OfficeLabour","White","Male",65,">50K"
30,"Private",13,"Single","OfficeLabour","White","Male",42,"<=50K"
45,"Private",13,"Married","Sales","White","Male",50,"<=50K"
26,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
23,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",14,"Widowed","OfficeLabour","White","Male",40,">50K"
42,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
72,"Private",10,"Widowed","OfficeLabour","White","Female",25,"<=50K"
57,"Private",13,"Married","OfficeLabour","White","Male",60,">50K"
24,"Private",13,"Married","Sales","White","Male",45,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
54,"Private",9,"Married","Sales","White","Male",40,"<=50K"
42,"Government",9,"Married","OfficeLabour","White","Male",60,">50K"
17,"Private",5,"Single","Service","Black","Male",40,"<=50K"
48,"Private",13,"Married","OfficeLabour","White","Male",55,">50K"
39,"Private",13,"Divorced","Sales","White","Female",40,"<=50K"
41,"SelfEmployed",13,"Married","OfficeLabour","White","Male",70,">50K"
57,"Private",9,"Divorced","ManualLabour","White","Male",45,"<=50K"
44,"Government",16,"Married","Professional","White","Male",36,">50K"
49,"Private",9,"Married","Sales","White","Male",40,"<=50K"
44,"Private",12,"Single","Professional","Black","Female",50,"<=50K"
42,"Private",11,"Single","ManualLabour","White","Male",44,"<=50K"
18,"Private",8,"Single","Service","White","Male",18,"<=50K"
51,"Private",9,"Widowed","Service","Black","Female",40,"<=50K"
28,"Private",13,"Single","Professional","White","Female",40,"<=50K"
39,"Private",12,"Married","OfficeLabour","White","Female",45,">50K"
25,"Private",9,"Married","Sales","White","Male",52,"<=50K"
41,"Private",15,"Married","Professional","White","Male",50,">50K"
39,"Private",10,"Married","Sales","White","Male",40,">50K"
42,"SelfEmployed",7,"Separated","Service","White","Female",30,"<=50K"
33,"Private",9,"Single","OfficeLabour","White","Female",40,"<=50K"
47,"Private",10,"Divorced","Sales","White","Female",45,">50K"
27,"Government",13,"Married","Service","White","Male",68,"<=50K"
39,"Private",14,"Married","OfficeLabour","White","Male",45,">50K"
20,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
49,"Private",9,"Single","Service","White","Female",40,"<=50K"
46,"Private",9,"Married","ManualLabour","White","Male",35,"<=50K"
47,"Private",9,"Married","Sales","White","Male",30,">50K"
35,"Private",5,"Single","ManualLabour","White","Male",40,"<=50K"
24,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
43,"Private",13,"Divorced","Service","White","Female",35,"<=50K"
53,"Private",7,"Married","ManualLabour","White","Male",48,">50K"
47,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
34,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
37,"Private",11,"Single","Service","White","Male",40,"<=50K"
35,"Private",9,"Single","Service","White","Male",30,"<=50K"
23,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
29,"Private",9,"Single","ManualLabour","White","Male",50,"<=50K"
23,"Private",10,"Single","ManualLabour","White","Male",40,"<=50K"
35,"Private",9,"Divorced","Service","White","Female",35,"<=50K"
27,"Government",13,"Single","Professional","White","Female",40,"<=50K"
40,"Private",9,"Single","OfficeLabour","White","Female",70,"<=50K"
31,"Private",13,"Married","Sales","White","Male",65,"<=50K"
18,"Private",10,"Single","Sales","White","Male",40,"<=50K"
25,"Private",12,"Single","Professional","White","Female",40,"<=50K"
36,"Private",10,"Single","Service","Black","Female",40,"<=50K"
38,"Private",6,"Divorced","ManualLabour","White","Male",40,"<=50K"
52,"Private",9,"Widowed","ManualLabour","White","Male",40,"<=50K"
23,"Private",9,"Single","Service","White","Male",35,"<=50K"
48,"SelfEmployed",10,"Married","OfficeLabour","White","Male",30,">50K"
46,"Private",9,"Married","OfficeLabour","White","Male",40,">50K"
26,"Private",9,"Married","Service","White","Male",40,"<=50K"
47,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
65,"Private",13,"Divorced","Professional","White","Male",40,"<=50K"
31,"Government",9,"Married","ManualLabour","Black","Male",40,"<=50K"
38,"Private",9,"Married","OfficeLabour","White","Female",40,">50K"
68,"Private",9,"Married","OfficeLabour","White","Male",40,"<=50K"
26,"Private",13,"Single","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
42,"Private",9,"Divorced","Service","White","Male",40,"<=50K"
49,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
42,"Private",13,"Married","OfficeLabour","Asian-Pac-Islander","Female",40,">50K"
39,"Private",14,"Married","OfficeLabour","White","Male",65,">50K"
31,"SelfEmployed",5,"Married","ManualLabour","White","Male",40,"<=50K"
28,"Government",13,"Married","Professional","White","Male",20,"<=50K"
36,"Private",13,"Divorced","Professional","White","Female",50,"<=50K"
42,"Government",10,"Married","OfficeLabour","White","Female",40,">50K"
62,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
21,"Private",9,"Single","ManualLabour","White","Male",24,"<=50K"
21,"Private",10,"Single","OfficeLabour","Other","Female",20,"<=50K"
22,"Private",10,"Single","Service","White","Female",25,"<=50K"
30,"Private",6,"Married","ManualLabour","White","Male",40,"<=50K"
64,"Private",9,"Widowed","OfficeLabour","White","Female",40,"<=50K"
28,"Private",13,"Married","OfficeLabour","White","Female",28,">50K"
41,"SelfEmployed",12,"Married","ManualLabour","White","Male",40,">50K"
25,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
27,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
40,"Private",12,"Married","Service","White","Male",44,"<=50K"
58,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
31,"Private",15,"Single","Professional","White","Female",99,"<=50K"
50,"Government",9,"Widowed","ManualLabour","White","Female",40,"<=50K"
27,"Private",9,"Separated","ManualLabour","White","Male",40,"<=50K"
50,"Private",13,"Married","Sales","White","Male",40,"<=50K"
45,"Private",9,"Married","Service","Black","Male",40,">50K"
33,"Private",8,"Single","Service","Black","Male",40,"<=50K"
62,"Private",10,"Divorced","OfficeLabour","White","Male",40,"<=50K"
38,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
19,"Private",10,"Single","Service","White","Female",35,"<=50K"
30,"Private",7,"Married","Service","Black","Female",30,"<=50K"
38,"Private",10,"Divorced","Sales","White","Female",25,"<=50K"
42,"SelfEmployed",9,"Married","ManualLabour","White","Male",99,">50K"
49,"SelfEmployed",10,"Divorced","Sales","White","Male",25,"<=50K"
53,"Private",14,"Married","OfficeLabour","White","Male",50,">50K"
45,"Government",10,"Married","ManualLabour","White","Male",40,">50K"
24,"Private",10,"Single","OfficeLabour","Black","Female",40,"<=50K"
29,"Private",11,"Single","OfficeLabour","White","Female",35,"<=50K"
24,"Private",10,"Single","Sales","White","Female",30,"<=50K"
25,"SelfEmployed",11,"Single","ManualLabour","White","Male",55,"<=50K"
51,"Government",6,"Married","ManualLabour","Amer-Indian-Eskimo","Male",40,"<=50K"
19,"Private",10,"Single","OfficeLabour","White","Female",8,"<=50K"
38,"Private",10,"Married","ManualLabour","White","Male",52,">50K"
60,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
29,"SelfEmployed",9,"Single","Sales","White","Male",40,"<=50K"
28,"Government",6,"Married","Service","Amer-Indian-Eskimo","Female",40,"<=50K"
36,"Private",9,"Married","Professional","White","Male",45,">50K"
24,"Private",12,"Single","ManualLabour","White","Male",40,"<=50K"
43,"Private",12,"Single","OfficeLabour","White","Female",38,"<=50K"
29,"SelfEmployed",15,"Married","Professional","White","Male",55,">50K"
67,"SelfEmployed",15,"Married","Professional","White","Male",25,">50K"
20,"Private",9,"Single","Service","White","Male",40,"<=50K"
21,"Private",10,"Single","Service","Asian-Pac-Islander","Male",20,"<=50K"
20,"Private",6,"Single","ManualLabour","White","Male",40,"<=50K"
42,"Private",12,"Married","OfficeLabour","White","Male",60,">50K"
20,"Private",10,"Single","Service","White","Female",10,"<=50K"
19,"Government",9,"Single","OfficeLabour","White","Male",35,"<=50K"
34,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
40,"Government",13,"Single","Professional","White","Female",45,"<=50K"
33,"Private",10,"Separated","Service","Black","Female",25,"<=50K"
36,"Private",10,"Divorced","ManualLabour","White","Female",37,"<=50K"
43,"Private",12,"Divorced","ManualLabour","White","Male",70,">50K"
41,"Government",9,"Separated","Service","Black","Female",40,"<=50K"
34,"Government",9,"Married","Service","White","Male",40,">50K"
33,"Private",12,"Married","Sales","Other","Male",40,">50K"
47,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
41,"Private",2,"Married","Sales","White","Male",50,"<=50K"
40,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
28,"Private",13,"Single","ManualLabour","Black","Male",40,"<=50K"
62,"SelfEmployed",9,"Married","Sales","White","Male",90,">50K"
29,"Private",9,"Divorced","OfficeLabour","White","Female",50,"<=50K"
46,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
28,"Private",9,"Single","Service","White","Male",60,"<=50K"
57,"Government",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
22,"Private",10,"Single","Sales","White","Female",40,"<=50K"
28,"Government",12,"Single","OfficeLabour","White","Female",40,"<=50K"
24,"Private",13,"Single","OfficeLabour","White","Female",45,"<=50K"
54,"SelfEmployed",13,"Divorced","ManualLabour","White","Male",50,">50K"
22,"Private",7,"Separated","ManualLabour","White","Male",40,"<=50K"
36,"Government",13,"Single","Service","Black","Female",40,"<=50K"
50,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
18,"Private",7,"Single","ManualLabour","White","Male",24,"<=50K"
52,"Government",12,"Married","Sales","White","Male",40,">50K"
36,"Private",13,"Single","Sales","White","Female",40,"<=50K"
34,"SelfEmployed",13,"Single","Professional","White","Female",55,">50K"
21,"Private",11,"Single","ManualLabour","White","Male",40,"<=50K"
46,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
61,"Government",14,"Single","Professional","White","Female",25,"<=50K"
22,"Government",10,"Single","ManualLabour","White","Male",25,"<=50K"
36,"Government",15,"Married","Professional","White","Female",50,">50K"
43,"Government",14,"Divorced","Professional","White","Female",40,"<=50K"
25,"Private",12,"Married","OfficeLabour","Asian-Pac-Islander","Female",37,">50K"
17,"Private",6,"Single","Service","White","Male",30,"<=50K"
45,"Private",11,"Married","ManualLabour","White","Male",38,">50K"
30,"Private",15,"Single","Professional","White","Male",80,"<=50K"
40,"Private",14,"Single","Professional","White","Male",35,"<=50K"
31,"Government",14,"Single","OfficeLabour","White","Male",45,"<=50K"
42,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
53,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
37,"Private",2,"Married","ManualLabour","White","Male",40,"<=50K"
37,"Government",9,"Married","Service","White","Female",20,"<=50K"
54,"Private",10,"Married","Sales","White","Female",40,">50K"
36,"Private",9,"Divorced","Service","White","Female",30,"<=50K"
46,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
46,"Private",13,"Married","Sales","White","Male",48,"<=50K"
32,"Private",5,"Married","ManualLabour","White","Male",50,"<=50K"
17,"Private",7,"Single","ManualLabour","White","Male",40,"<=50K"
42,"Government",13,"Divorced","Professional","Black","Male",40,"<=50K"
37,"Government",9,"Single","ManualLabour","White","Male",40,"<=50K"
29,"Private",9,"Married","ManualLabour","White","Male",48,"<=50K"
54,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
38,"Private",8,"Married","ManualLabour","White","Male",48,"<=50K"
46,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
24,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
57,"Private",2,"Married","ManualLabour","White","Male",40,"<=50K"
59,"Private",2,"Married","ManualLabour","White","Male",40,"<=50K"
33,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
35,"Private",9,"Divorced","Service","Black","Female",40,"<=50K"
53,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
26,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
55,"SelfEmployed",14,"Married","Sales","White","Male",50,"<=50K"
46,"Private",9,"Separated","Service","Black","Female",45,"<=50K"
44,"Government",13,"Married","Professional","Amer-Indian-Eskimo","Male",38,">50K"
30,"SelfEmployed",11,"Married","Sales","White","Male",60,"<=50K"
24,"Private",10,"Single","ManualLabour","White","Male",24,"<=50K"
32,"Private",6,"Married","Service","Black","Female",37,"<=50K"
35,"Private",13,"Single","Sales","White","Female",40,"<=50K"
67,"Private",14,"Married","Sales","White","Male",30,">50K"
56,"SelfEmployed",13,"Married","OfficeLabour","White","Male",20,">50K"
26,"Private",14,"Single","Professional","Asian-Pac-Islander","Male",20,"<=50K"
46,"Private",12,"Widowed","Service","White","Female",40,"<=50K"
52,"Private",9,"Married","ManualLabour","White","Male",48,">50K"
38,"SelfEmployed",10,"Divorced","ManualLabour","White","Male",40,"<=50K"
31,"Private",9,"Divorced","Sales","Black","Male",50,"<=50K"
53,"Private",9,"Separated","ManualLabour","White","Male",30,"<=50K"
27,"Private",9,"Single","ManualLabour","Black","Male",40,"<=50K"
39,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
22,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
37,"Private",10,"Married","ManualLabour","White","Male",35,">50K"
20,"Private",9,"Single","OfficeLabour","White","Male",30,"<=50K"
60,"Government",9,"Married","Service","White","Male",40,"<=50K"
51,"Private",11,"Divorced","Service","Black","Female",48,"<=50K"
57,"Government",15,"Divorced","Professional","White","Female",50,">50K"
59,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
37,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
35,"Private",9,"Married","ManualLabour","White","Female",40,"<=50K"
43,"Private",10,"Married","Sales","White","Male",72,">50K"
17,"Private",8,"Single","Service","White","Male",35,"<=50K"
45,"Private",13,"Married","Professional","White","Male",50,">50K"
18,"Private",9,"Single","Sales","White","Female",40,"<=50K"
52,"Private",8,"Separated","ManualLabour","White","Female",40,"<=50K"
18,"Private",10,"Single","ManualLabour","White","Male",9,"<=50K"
20,"Private",10,"Single","ManualLabour","Black","Male",40,"<=50K"
34,"Private",9,"Single","Service","White","Male",40,"<=50K"
19,"Private",9,"Single","ManualLabour","Black","Female",20,"<=50K"
17,"Government",5,"Single","Service","White","Male",45,"<=50K"
30,"Government",13,"Single","OfficeLabour","White","Female",35,"<=50K"
29,"Private",13,"Single","ManualLabour","White","Female",45,"<=50K"
30,"Private",10,"Divorced","OfficeLabour","White","Male",50,">50K"
50,"Government",13,"Divorced","OfficeLabour","Black","Female",37,"<=50K"
22,"Private",9,"Single","Sales","White","Male",40,"<=50K"
21,"Private",9,"Single","OfficeLabour","White","Female",35,"<=50K"
39,"SelfEmployed",5,"Married","ManualLabour","White","Male",40,"<=50K"
20,"Private",10,"Single","Service","White","Female",25,"<=50K"
62,"Private",12,"Widowed","Service","White","Female",7,"<=50K"
32,"Private",10,"Divorced","OfficeLabour","White","Female",38,"<=50K"
38,"Private",12,"Married","Service","White","Male",40,">50K"
32,"Private",10,"Separated","Service","Black","Female",40,"<=50K"
55,"Private",13,"Married","OfficeLabour","White","Female",40,"<=50K"
38,"Private",14,"Married","OfficeLabour","White","Male",70,">50K"
34,"Private",7,"Single","Service","White","Male",30,"<=50K"
28,"Private",9,"Single","Service","White","Male",20,"<=50K"
26,"Private",10,"Single","Sales","White","Female",37,"<=50K"
